Type,FSWP-8
Version,3.01
Date,19.May 2026
VSupply,OFF
Mode,Voltage
167.1090850830,-131.1444549561
167.4942779541,-131.3796234131
167.8803710938,-131.6211700439
168.2674407959,-131.8195343018
168.6553039551,-131.9673309326
169.0440673828,-132.0534362793
169.4338226318,-132.1005096436
169.8243713379,-132.0838165283
170.2158355713,-132.0139617920
170.6082763672,-131.9181365967
171.0015411377,-131.8253631592
171.3957214355,-131.7536163330
171.7908020020,-131.6982574463
172.1868743896,-131.6363067627
172.5837860107,-131.5588073730
172.9815979004,-131.4905395508
173.3804321289,-131.4806365967
173.7800903320,-131.5901184082
174.1806640625,-131.7595367432
174.5822601318,-131.9793701172
174.9846801758,-132.2080993652
175.3880310059,-132.4074859619
175.7923126221,-132.6182403564
176.1976318359,-132.7478942871
176.6037750244,-132.8425750732
177.0108642578,-132.8665771484
177.4189758301,-132.7412414551
177.8279418945,-132.3912200928
178.2378540039,-132.0814514160
178.6487884521,-131.8461151123
179.0605926514,-131.7349700928
179.4733428955,-131.7997436523
179.8871459961,-132.0539093018
180.3017883301,-132.2764892578
180.7174072266,-132.4167175293
181.1339721680,-132.4513397217
181.5515899658,-132.4134368896
181.9700775146,-132.3992156982
182.3895416260,-132.4760894775
182.8100585938,-132.6039428711
183.2314453125,-132.7674102783
183.6538085938,-132.9379425049
184.0772399902,-133.0972595215
184.5015563965,-133.2260742188
184.9268493652,-133.1705627441
185.3531188965,-132.8902893066
185.7804718018,-132.3429260254
186.2087097168,-131.8935241699
186.6379241943,-131.7490386963
187.0682525635,-131.7945556641
187.4994506836,-131.9895935059
187.9316558838,-132.1765594482
188.3649444580,-132.3957214355
188.7991485596,-132.7059020996
189.2343444824,-132.8746032715
189.6706390381,-132.8930358887
190.1078491211,-132.7332305908
190.5460662842,-132.4804229736
190.9852752686,-132.3125000000
191.4256286621,-132.2147216797
191.8668670654,-132.2013702393
192.3091430664,-132.3137969971
192.7525329590,-132.4474945068
193.1968383789,-132.5782165527
193.6421661377,-132.6682434082
194.0886383057,-132.5793914795
194.5360260010,-132.3920440674
194.9844360352,-132.1549530029
195.4338989258,-131.9422760010
195.8844909668,-131.9714508057
196.3360137939,-132.1227569580
196.7885894775,-132.2775268555
197.2423095703,-132.3100433350
197.6969604492,-132.1358032227
198.1526641846,-131.9494628906
198.6095428467,-131.8649902344
199.0673522949,-131.8213958740
199.5262145996,-131.8033599854
199.9862365723,-131.8314819336
200.4472198486,-131.8253326416
200.9092712402,-131.7417755127
201.3723754883,-131.6063385010
201.8366699219,-131.4877777100
202.3019104004,-131.5266571045
202.7682342529,-131.6586151123
203.2357482910,-131.7534027100
203.7042083740,-131.7709808350
204.1737670898,-131.7570343018
204.6445159912,-131.7262268066
205.1162414551,-131.6645050049
205.5890350342,-131.5528717041
206.0629425049,-131.4589385986
206.5380401611,-131.4922332764
207.0141296387,-131.6166076660
207.4913024902,-131.7978363037
207.9697113037,-132.0252075195
208.4490966797,-132.1587677002
208.9295806885,-132.2016601563
209.4113006592,-132.2362518311
209.8939971924,-132.3623962402
210.3778228760,-132.6135711670
210.8627624512,-132.9126281738
211.3489227295,-133.1660156250
211.8361053467,-133.3141937256
212.3244018555,-133.4087066650
212.8139343262,-133.4071044922
213.3044891357,-133.2254180908
213.7961730957,-132.9511413574
214.2891082764,-132.7307434082
214.7830505371,-132.6605072021
215.2781524658,-132.7032165527
215.7744903564,-132.7248382568
216.2718658447,-132.6552124023
216.7703857422,-132.5592346191
217.2700653076,-132.5347747803
217.7710113525,-132.5976867676
218.2729797363,-132.6564331055
218.7761230469,-132.6008300781
219.2805328369,-132.4484710693
219.7859954834,-132.3598937988
220.2926177979,-132.4921722412
220.8005218506,-132.8589019775
221.3094787598,-133.2666168213
221.8196258545,-133.4375915527
222.3309326172,-133.3370056152
222.8435363770,-133.1928253174
223.3572082520,-133.1826477051
223.8720703125,-133.3338317871
224.3882293701,-133.5871429443
224.9054565430,-133.8059539795
225.4238891602,-133.8256225586
225.9436187744,-133.6548004150
226.4644470215,-133.4863586426
226.9864501953,-133.4232482910
227.5097961426,-133.4257507324
228.0342254639,-133.4225921631
228.5598602295,-133.2970428467
229.0867156982,-132.9818267822
229.6148986816,-132.6445465088
230.1441802979,-132.5476074219
230.6746673584,-132.7902526855
231.2065277100,-133.0833892822
231.7394714355,-133.3638305664
232.2736511230,-133.5733184814
232.8091735840,-133.5868072510
233.3458251953,-133.3531036377
233.8836975098,-133.0485687256
234.4228210449,-132.8774871826
234.9633026123,-132.8366394043
235.5049133301,-132.7365417480
236.0477752686,-132.5677642822
236.5920104980,-132.5334777832
237.1373748779,-132.6213531494
237.6839904785,-132.7540283203
238.2319946289,-132.8863067627
238.7811431885,-133.0505828857
239.3315429688,-133.1106719971
239.8833618164,-133.0035247803
240.4363098145,-132.8650512695
240.9905242920,-132.8241424561
241.5460205078,-132.9116363525
242.1029357910,-133.1056060791
242.6610107422,-133.2349243164
243.2203521729,-133.2415618896
243.7811279297,-133.2292633057
244.3430633545,-133.2670288086
244.9062957764,-133.4482269287
245.4709472656,-133.7004241943
246.0367736816,-133.7373962402
246.6039123535,-133.5319824219
247.1723480225,-133.1581268311
247.7422332764,-132.7470703125
248.3132934570,-132.1576385498
248.8856811523,-131.3394165039
249.4595184326,-130.6890716553
250.0345306396,-130.9730682373
250.6108856201,-131.8664703369
251.1887054443,-132.8044891357
251.7677001953,-133.2922363281
252.3480529785,-133.1891784668
252.9298706055,-133.0364685059
253.5128936768,-133.0627441406
254.0972595215,-133.2672882080
254.6829681396,-133.4307861328
255.2701721191,-133.5508575439
255.8585815430,-133.6926574707
256.4483642578,-133.7172088623
257.0396423340,-133.5150146484
257.6321105957,-133.2156982422
258.2259826660,-133.1663055420
258.8213500977,-133.2387084961
259.4179687500,-133.1150512695
260.0159301758,-132.9008026123
260.6152954102,-132.9663238525
261.2161560059,-133.3662872314
261.8182983398,-133.6728820801
262.4218139648,-133.5848083496
263.0268554688,-133.3936004639
263.6331481934,-133.3159942627
264.2408447266,-133.2993011475
264.8500671387,-133.2491149902
265.4605712891,-133.1653137207
266.0724792480,-133.2612609863
266.6859436035,-133.4951782227
267.3006591797,-133.6989593506
267.9168090820,-133.6713256836
268.5343933105,-133.4924163818
269.1535339355,-133.4116363525
269.7739257813,-133.5701599121
270.3957824707,-133.7943878174
271.0192260742,-133.8667144775
271.6439514160,-133.7735595703
272.2700805664,-133.5605163574
272.8978576660,-133.3099670410
273.5268859863,-133.1012268066
274.1573791504,-132.9523162842
274.7893371582,-132.9001770020
275.4229125977,-132.9378814697
276.0577697754,-132.9998474121
276.6941223145,-133.1712188721
277.3320617676,-133.4472503662
277.9713439941,-133.6746673584
278.6120605469,-133.7443389893
279.2544555664,-133.6528167725
279.8981628418,-133.4859771729
280.5433349609,-133.3704833984
281.1900024414,-133.4190673828
281.8383178711,-133.5753784180
282.4879760742,-133.7877197266
283.1391296387,-133.9919586182
283.7919616699,-133.9975891113
284.4461059570,-133.7128753662
285.1017761230,-133.3703765869
285.7591247559,-133.2492065430
286.4178161621,-133.3832244873
287.0780334473,-133.6136474609
287.7399291992,-133.7895507813
288.4031677246,-133.9366912842
289.0679626465,-133.9746704102
289.7342834473,-133.8848266602
290.4023132324,-133.7363891602
291.0717163086,-133.6720581055
291.7426452637,-133.7240295410
292.4152832031,-133.7332000732
293.0893249512,-133.5511169434
293.7649230957,-133.3966522217
294.4422302246,-133.4628295898
295.1209411621,-133.5295715332
295.8012084961,-133.4238891602
296.4830627441,-133.2920227051
297.1666259766,-133.3325805664
297.8516235352,-133.4374084473
298.5382080078,-133.5298614502
299.2265014648,-133.5920104980
299.9162597656,-133.5223083496
300.6075744629,-133.5484619141
301.3006591797,-133.6018371582
301.9951782227,-133.6602935791
302.6913146973,-133.7199554443
303.3891906738,-133.7742614746
304.0885314941,-133.8180084229
304.7894897461,-133.8512573242
305.4920349121,-133.8752441406
306.1963806152,-133.8923492432
306.9021911621,-133.9057464600
307.6096191406,-133.9192810059
308.3188476563,-133.9362945557
309.0295410156,-133.9586639404
309.7418823242,-133.9878234863
310.4560241699,-134.0246582031
311.1716613770,-134.0690765381
311.8889160156,-134.1197662354
312.6078491211,-134.1704864502
313.3286132813,-134.2138824463
314.0508422852,-134.2434387207
314.7747497559,-134.2547607422
315.5005187988,-134.2469177246
316.2277526855,-134.2235260010
316.9566955566,-134.1936035156
317.6874694824,-134.1692199707
318.4197692871,-134.1548461914
319.1537475586,-134.1495971680
319.8895874023,-134.1485290527
320.6269531250,-134.1445159912
321.3660278320,-134.1308593750
322.1068115234,-134.1038970947
322.8494567871,-134.0668182373
323.5936584473,-134.0289916992
324.3395690918,-133.9967346191
325.0873718262,-133.9729003906
325.8367004395,-133.9564056396
326.5877990723,-133.9435577393
327.3407592773,-133.9306945801
328.0953063965,-133.9172973633
328.8515930176,-133.9090881348
329.6096191406,-133.9149475098
330.3695678711,-133.9398956299
331.1311035156,-133.9846343994
331.8943786621,-134.0455627441
332.6596069336,-134.1159820557
333.4264221191,-134.1873931885
334.1949768066,-134.2503814697
334.9655151367,-134.2950897217
335.7376403809,-134.3118286133
336.5115356445,-134.2922821045
337.2873840332,-134.2383117676
338.0648803711,-134.1665802002
338.8441467285,-134.0984191895
339.6251831055,-134.0552520752
340.4082336426,-134.0519256592
341.1929016113,-134.0925750732
341.9793701172,-134.1694335938
342.7678527832,-134.2647247314
343.5579528809,-134.3544158936
344.3498840332,-134.4138488770
345.1438293457,-134.4238433838
345.9393920898,-134.3773345947
346.7368164063,-134.2837677002
347.5360717773,-134.1688385010
348.3373718262,-134.0685119629
349.1402893066,-134.0102386475
349.9450988770,-134.0057678223
350.7519226074,-134.0489501953
351.5604553223,-134.1197052002
352.3708190918,-134.1936035156
353.1832580566,-134.2533569336
353.9973754883,-134.2960815430
354.8133544922,-134.3330841064
355.6314086914,-134.3823547363
356.4511718750,-134.4587860107
357.2728271484,-134.5664672852
358.0963439941,-134.6962127686
358.9219970703,-134.8285675049
359.7493286133,-134.9406738281
360.5785827637,-135.0144195557
361.4099426270,-135.0422668457
362.2430114746,-135.0282897949
363.0780029297,-134.9843902588
363.9151306152,-134.9243927002
364.7539672852,-134.8595581055
365.5947570801,-134.7974395752
366.4374694824,-134.7431182861
367.2823486328,-134.7002410889
368.1289672852,-134.6705627441
368.9775390625,-134.6557159424
369.8282470703,-134.6446380615
370.6807250977,-134.6363677979
371.5351867676,-134.6248474121
372.3917846680,-134.6063079834
373.2501831055,-134.5799713135
374.1105346680,-134.5474548340
374.9729003906,-134.5120391846
375.8374328613,-134.4783782959
376.7037658691,-134.4527587891
377.5721130371,-134.4435577393
378.4426574707,-134.4605712891
379.3149719238,-134.5124206543
380.1893310547,-134.6608123779
381.0658874512,-134.8483276367
381.9442749023,-134.9573059082
382.8247070313,-135.0241394043
383.7073364258,-135.0408477783
384.5918273926,-135.0176239014
385.4783325195,-134.9752807617
386.3668823242,-134.9335784912
387.2576904297,-134.9030456543
388.1503601074,-134.8828735352
389.0450744629,-134.8640594482
389.9420471191,-134.8355102539
390.8409118652,-134.7909088135
391.7418212891,-134.7336730957
392.6450195313,-134.6773834229
393.5501098633,-134.6409149170
394.4572753906,-134.6407318115
395.3665161133,-134.6841125488
396.2780761719,-134.8186645508
397.1915283203,-134.9801940918
398.1070861816,-135.0718383789
399.0249633789,-135.1331176758
399.9447631836,-135.1591491699
400.8666381836,-135.1533203125
401.7908935547,-135.1239776611
402.7170410156,-135.0801849365
403.6453552246,-135.0288543701
404.5759887695,-134.9749145508
405.5085754395,-134.9238433838
406.4432983398,-134.8745574951
407.3801879883,-134.8753967285
408.3194580078,-134.9147186279
409.2606506348,-134.9741821289
410.2040100098,-135.0389099121
411.1498107910,-135.0953826904
412.0975341797,-135.1379394531
413.0474548340,-135.1701660156
413.9997863770,-135.2008056641
414.9540710449,-135.2607574463
415.9105834961,-135.3344421387
416.8692626953,-135.3772430420
417.8304138184,-135.3942565918
418.7935485840,-135.3679504395
419.7588806152,-135.2908172607
420.7266845703,-135.1722869873
421.6965026855,-134.9773712158
422.6685485840,-134.8406219482
423.6430664063,-134.8196563721
424.6195983887,-134.8545227051
425.5983581543,-134.9311523438
426.5796203613,-135.0271911621
427.5629272461,-135.1196594238
428.5484924316,-135.2189331055
429.5363159180,-135.2833404541
430.5266723633,-135.3207702637
431.5190734863,-135.3645019531
432.5137634277,-135.4124298096
433.5109558105,-135.4552917480
434.5102233887,-135.4888305664
435.5118103027,-135.4926605225
436.5159301758,-135.4909515381
437.5221252441,-135.5013580322
438.5306701660,-135.5308074951
439.5415039063,-135.6028900146
440.5549316406,-135.6711425781
441.5704345703,-135.6915588379
442.5882873535,-135.6870727539
443.6087341309,-135.6654815674
444.6312561035,-135.6326751709
445.6561889648,-135.6204223633
446.6836853027,-135.6228332520
447.7133178711,-135.6239624023
448.7453308105,-135.6208648682
449.7799682617,-135.6225128174
450.8167419434,-135.6518402100
451.8559265137,-135.6960906982
452.8974609375,-135.7558746338
453.9416809082,-135.8681640625
454.9880371094,-136.0016326904
456.0368347168,-136.1014404297
457.0882873535,-136.1993560791
458.1419067383,-136.3027038574
459.1979370117,-136.3247222900
460.2566833496,-136.2723388672
461.3175964355,-136.1723327637
462.3809814453,-135.9570312500
463.4468078613,-135.7289886475
464.5153198242,-135.6075439453
465.5860900879,-135.5340423584
466.6592712402,-135.5288391113
467.7352294922,-135.6032714844
468.8133850098,-135.6800384521
469.8940429688,-135.7630767822
470.9774169922,-135.8909759521
472.0630798340,-136.0136871338
473.1512145996,-136.0774993896
474.2421264648,-136.1174926758
475.3352661133,-136.0993652344
476.4309692383,-136.0644226074
477.5291748047,-136.0301971436
478.6301574707,-136.0031890869
479.7334289551,-136.0022125244
480.8392639160,-136.0094909668
481.9479064941,-136.0092926025
483.0588073730,-135.9838256836
484.1723022461,-135.9482421875
485.2886352539,-135.8901977539
486.4072570801,-135.8662719727
487.5284423828,-135.8964843750
488.6522521973,-136.0085601807
489.7788696289,-136.1398010254
490.9078674316,-136.2000274658
492.0394287109,-136.2229919434
493.1738891602,-136.2024230957
494.3106994629,-136.1819152832
495.4501037598,-136.1652526855
496.5924377441,-136.1751403809
497.7371215820,-136.2059173584
498.8844299316,-136.2768554688
500.0343933105,-136.3341217041
501.1872863770,-136.3347778320
502.3425598145,-136.2789459229
503.5004882813,-136.2184600830
504.6613769531,-136.2345581055
505.8246459961,-136.3251037598
506.9906311035,-136.4045715332
508.1595458984,-136.4701995850
509.3309020996,-136.4408416748
510.5049438477,-136.3626556396
511.6819763184,-136.2142944336
512.8614501953,-136.0872039795
514.0436401367,-136.0266876221
515.2285156250,-136.0206451416
516.4164428711,-136.0426788330
517.6068115234,-136.0953979492
518.7999267578,-136.1601409912
519.9960937500,-136.2396392822
521.1947021484,-136.3328857422
522.3961181641,-136.4027252197
523.6005859375,-136.5084381104
524.8074951172,-136.5978393555
526.0172119141,-136.6393432617
527.2297363281,-136.6368408203
528.4453125000,-136.5944824219
529.6633911133,-136.5297393799
530.8843383789,-136.4701995850
532.1083374023,-136.3567047119
533.3348999023,-136.2415466309
534.5642700195,-136.1885681152
535.7967529297,-136.2300415039
537.0317993164,-136.3833618164
538.2697143555,-136.5829162598
539.5107421875,-136.7837371826
540.7543945313,-136.9734039307
542.0008544922,-137.1423950195
543.2501831055,-137.2628173828
544.5027465820,-137.2420959473
545.7578735352,-137.0696868896
547.0158691406,-136.7557830811
548.2770385742,-136.4318237305
549.5408935547,-136.2233276367
550.8076171875,-136.1788635254
552.0775756836,-136.3372650146
553.3501586914,-136.5855560303
554.6256713867,-136.7848510742
555.9041137695,-136.8546447754
557.1857910156,-136.7911529541
558.4701538086,-136.7098846436
559.7575073242,-136.6812591553
561.0480957031,-136.6893615723
562.3413085938,-136.6838684082
563.6375732422,-136.6376342773
564.9370727539,-136.5652923584
566.2393188477,-136.5176239014
567.5445556641,-136.5455322266
568.8530883789,-136.6412963867
570.1643066406,-136.7813262939
571.4785766602,-136.8982391357
572.7958984375,-136.9162292480
574.1165161133,-136.8029937744
575.4399414063,-136.6823425293
576.7663574219,-136.6190032959
578.0961303711,-136.6328887939
579.4287109375,-136.7129211426
580.7643432617,-136.7881622314
582.1033325195,-136.8071899414
583.4451293945,-136.7998046875
584.7900390625,-136.8328552246
586.1380004883,-136.9232025146
587.4894409180,-137.0144195557
588.8436279297,-137.0198822021
590.2009277344,-136.8591918945
591.5617065430,-136.6757812500
592.9253540039,-136.5667724609
594.2920532227,-136.5881805420
595.6622924805,-136.7645111084
597.0353393555,-137.0669403076
598.4114990234,-137.2383575439
599.7912597656,-137.3010253906
601.1738281250,-137.2881469727
602.5595703125,-137.2115020752
603.9484863281,-137.1138458252
605.3409423828,-137.1256866455
606.7363281250,-137.2672729492
608.1348876953,-137.5117797852
609.5369873047,-137.5951995850
610.9420166016,-137.4974365234
612.3502807617,-137.2500610352
613.7621459961,-137.0943908691
615.1769409180,-137.0265808105
616.5949707031,-136.9928588867
618.0162353516,-136.9443511963
619.4411621094,-136.8622741699
620.8690185547,-136.8127899170
622.3001708984,-136.8722076416
623.7349243164,-136.9934844971
625.1726684570,-137.1210937500
626.6137695313,-137.1774291992
628.0584716797,-137.2217407227
629.5062255859,-137.2842559814
630.9572753906,-137.3192138672
632.4120483398,-137.2643127441
633.8697509766,-137.1513214111
635.3308715820,-137.0352478027
636.7953491211,-137.0203704834
638.2636108398,-137.0334320068
639.7348022461,-137.0146179199
641.2094726563,-136.9573974609
642.6878662109,-136.9160308838
644.1693115234,-136.9009094238
645.6541137695,-136.8926696777
647.1427612305,-136.9165954590
648.6344604492,-137.0373687744
650.1296386719,-137.1979827881
651.6282348633,-137.4020690918
653.1306152344,-137.7027435303
654.6361694336,-137.9925689697
656.1451416016,-138.1233520508
657.6579589844,-138.0509185791
659.1738891602,-137.6974334717
660.6933593750,-137.2937774658
662.2166748047,-137.0657806396
663.7431030273,-137.0131530762
665.2730712891,-137.0520324707
666.8065795898,-137.2295684814
668.3439941406,-137.5217895508
669.8845825195,-137.7740020752
671.4287109375,-137.8561553955
672.9767456055,-137.8418426514
674.5280151367,-137.8097991943
676.0828857422,-137.8682708740
677.6416625977,-138.0008697510
679.2036743164,-138.1216735840
680.7692871094,-138.1759796143
682.3388671875,-138.1564941406
683.9116821289,-137.9915313721
685.4881591797,-137.7617950439
687.0682983398,-137.6641693115
688.6524047852,-137.7438049316
690.2398071289,-137.8592071533
691.8308105469,-137.8575897217
693.4259643555,-137.7709197998
695.0243530273,-137.6507568359
696.6264038086,-137.5122222900
698.2325439453,-137.4311065674
699.8420410156,-137.4382324219
701.4552001953,-137.5474700928
703.0721435547,-137.7092590332
704.6931762695,-137.8643493652
706.3175048828,-137.9797668457
707.9456176758,-138.0308532715
709.5778808594,-138.0361480713
711.2135009766,-138.0422515869
712.8529052734,-138.0514831543
714.4964599609,-137.9961700439
716.1434326172,-137.8198242188
717.7941894531,-137.6243896484
719.4491577148,-137.5260772705
721.1075439453,-137.5262908936
722.7697753906,-137.5727386475
724.4357910156,-137.6785278320
726.1060791016,-137.8924560547
727.7797851563,-138.1554260254
729.4573974609,-138.2933197021
731.1392211914,-138.2562713623
732.8245239258,-138.1963958740
734.5137329102,-138.2075347900
736.2072753906,-138.2293243408
737.9042968750,-138.1912231445
739.6052246094,-138.1075134277
741.3100585938,-138.0614624023
743.0192260742,-138.1080322266
744.7319335938,-138.1674804688
746.4486083984,-138.0816192627
748.1696166992,-137.8402252197
749.8942260742,-137.6218566895
751.6227416992,-137.5481567383
753.3557128906,-137.5820465088
755.0922851563,-137.6688232422
756.8328247070,-137.8075714111
758.5777587891,-137.9738922119
760.3263549805,-138.1013488770
762.0789794922,-138.1838684082
763.8356323242,-138.2771301270
765.5967407227,-138.3699188232
767.3614501953,-138.3995208740
769.1303100586,-138.3486480713
770.9036254883,-138.3253631592
772.6806030273,-138.3696136475
774.4616699219,-138.3472137451
776.2473144531,-138.1975555420
778.0366210938,-138.0757751465
779.8300170898,-138.1211395264
781.6276245117,-138.3601379395
783.4297485352,-138.6285095215
785.2355957031,-138.7853546143
787.0455932617,-138.8379058838
788.8602294922,-138.7791442871
790.6786499023,-138.6451568604
792.5012207031,-138.4643402100
794.3284301758,-138.2664642334
796.1593627930,-138.2570953369
797.9945678711,-138.4101715088
799.8344726563,-138.5884399414
801.6781616211,-138.6943511963
803.5260620117,-138.6612396240
805.3782348633,-138.4634399414
807.2351684570,-138.2720489502
809.0958862305,-138.1854248047
810.9609375000,-138.2182159424
812.8306884766,-138.3958892822
814.7042846680,-138.6214904785
816.5822753906,-138.6711730957
818.4649658203,-138.5929565430
820.3516235352,-138.4418945313
822.2425537109,-138.2483673096
824.1378784180,-138.1884918213
826.0380249023,-138.2221832275
827.9421386719,-138.2902069092
829.8505859375,-138.4378204346
831.7639160156,-138.5386962891
833.6812133789,-138.5057525635
835.6029052734,-138.3858947754
837.5294799805,-138.1555023193
839.4600219727,-137.9714508057
841.3950195313,-137.9700164795
843.3349609375,-138.1350402832
845.2789306641,-138.5047760010
847.2273559570,-138.7762603760
849.1802978516,-138.7416992188
851.1381835938,-138.5808410645
853.1000976563,-138.5601196289
855.0665893555,-138.6618804932
857.0380249023,-138.7364654541
859.0135498047,-138.6780090332
860.9936523438,-138.6435852051
862.9787597656,-138.7881164551
864.9680175781,-139.0594482422
866.9617919922,-139.2107696533
868.9602050781,-139.1800842285
870.9636840820,-138.9522552490
872.9713134766,-138.7036285400
874.9835815430,-138.4924316406
877.0009765625,-138.4084014893
879.0225219727,-138.4520721436
881.0487670898,-138.6561126709
883.0800781250,-138.8692169189
885.1156616211,-139.0378112793
887.1559448242,-139.0742187500
889.2008666992,-138.9208068848
891.2510375977,-138.7162780762
893.3054199219,-138.6583709717
895.3645629883,-138.7159118652
897.4289550781,-138.8043518066
899.4975585938,-138.8947753906
901.5709838867,-138.9847412109
903.6496582031,-139.0393066406
905.7326660156,-139.1089324951
907.8204345703,-139.1914672852
909.9135131836,-139.0990600586
912.0109252930,-138.8477325439
914.1131591797,-138.7410583496
916.2202758789,-138.8152160645
918.3327026367,-138.8479461670
920.4495239258,-138.7907104492
922.5712280273,-138.7683868408
924.6983642578,-138.8038940430
926.8298339844,-138.9025878906
928.9662475586,-139.0587615967
931.1080932617,-139.1629028320
933.2543334961,-139.1632537842
935.4055786133,-139.1333465576
937.5617675781,-139.1562957764
939.7233886719,-139.2381134033
941.8895263672,-139.2798309326
944.0606689453,-139.1908721924
946.2373046875,-139.0319213867
948.4184570313,-138.9918823242
950.6046142578,-138.9928436279
952.7963867188,-138.9170379639
954.9926147461,-138.8306884766
957.1939697266,-138.7248992920
959.4008789063,-138.7303314209
961.6123657227,-138.9201660156
963.8289794922,-139.0238189697
966.0506591797,-138.9772033691
968.2780151367,-139.0308532715
970.5099487305,-139.2991180420
972.7470092773,-139.5409240723
974.9898071289,-139.6501159668
977.2372436523,-139.5492553711
979.4898681641,-139.4159393311
981.7481689453,-139.4491271973
984.0111694336,-139.6313171387
986.2794189453,-139.7277832031
988.5528564453,-139.7331390381
990.8320922852,-139.6816406250
993.1160278320,-139.5782928467
995.4052124023,-139.5179901123
997.7002563477,-139.5141754150
1000.0000000000,-139.4218444824
1002.3050537109,-139.3937072754
1004.6160278320,-139.3754730225
1006.9317016602,-139.3699493408
1009.2527465820,-139.3757629395
1011.5797119141,-139.3890075684
1013.9114990234,-139.4046783447
1016.2485961914,-139.4175567627
1018.5911254883,-139.4235382080
1020.9396362305,-139.4206390381
1023.2929687500,-139.4094543457
1025.6517333984,-139.3926696777
1028.0164794922,-139.3741149902
1030.3861083984,-139.3574981689
1032.7612304688,-139.3455810547
1035.1424560547,-139.3398590088
1037.5284423828,-139.3407897949
1039.9200439453,-139.3479156494
1042.3171386719,-139.3601226807
1044.7203369141,-139.3763427734
1047.1285400391,-139.3954772949
1049.5422363281,-139.4163665771
1051.9620361328,-139.4380035400
1054.3868408203,-139.4595489502
1056.8173828125,-139.4803619385
1059.2539062500,-139.4995880127
1061.6955566406,-139.5157928467
1064.1429443359,-139.5266418457
1066.5964355469,-139.5293121338
1069.0549316406,-139.5215759277
1071.5192871094,-139.5034790039
1073.9891357422,-139.4781494141
1076.4653320313,-139.4514770508
1078.9466552734,-139.4299926758
1081.4337158203,-139.4182434082
1083.9271240234,-139.4171295166
1086.4256591797,-139.4239501953
1088.9299316406,-139.4343414307
1091.4405517578,-139.4447784424
1093.9564208984,-139.4541168213
1096.4781494141,-139.4635162354
1099.0056152344,-139.4747772217
1101.5394287109,-139.4886932373
1104.0786132813,-139.5040130615
1106.6235351563,-139.5164489746
1109.1750488281,-139.5263977051
1111.7316894531,-139.5287780762
1114.2943115234,-139.5218658447
1116.8635253906,-139.5054473877
1119.4379882813,-139.4809570313
1122.0183105469,-139.4513854980
1124.6052246094,-139.4212036133
1127.1976318359,-139.3960113525
1129.7958984375,-139.3815765381
1132.4001464844,-139.3822479248
1135.0109863281,-139.3994445801
1137.6273193359,-139.4307250977
1140.2496337891,-139.4704895020
1142.8785400391,-139.5122833252
1145.5129394531,-139.5518188477
1148.1534423828,-139.5891571045
1150.8006591797,-139.6514739990
1153.4533691406,-139.7307281494
1156.1121826172,-139.7932586670
1158.7770996094,-139.8535308838
1161.4487304688,-139.9001617432
1164.1259765625,-139.9242095947
1166.8093261719,-139.9232482910
1169.4996337891,-139.9024505615
1172.1954345703,-139.8720245361
1174.8973388672,-139.8426818848
1177.6062011719,-139.8218841553
1180.3206787109,-139.8120727539
1183.0413818359,-139.8113098145
1185.7684326172,-139.8153533936
1188.5023193359,-139.8200988770
1191.2419433594,-139.8232421875
1193.9877929688,-139.8255462646
1196.7407226563,-139.8310852051
1199.4992675781,-139.8417968750
1202.2642822266,-139.8607635498
1205.0361328125,-139.8886260986
1207.8138427734,-139.9239959717
1210.5980224609,-139.9635772705
1213.3891601563,-140.0031433105
1216.1861572266,-140.0388336182
1218.9895019531,-140.0679321289
1221.7993164063,-140.0890045166
1224.6163330078,-140.1040191650
1227.4392089844,-140.1052856445
1230.2685546875,-140.1016845703
1233.1051025391,-140.0998229980
1235.9475097656,-140.1030426025
1238.7963867188,-140.1118621826
1241.6525878906,-140.1228332520
1244.5146484375,-140.1296081543
1247.3834228516,-140.1170959473
1250.2586669922,-140.0806732178
1253.1413574219,-140.0506286621
1256.0299072266,-140.0283813477
1258.9251708984,-140.0214080811
1261.8277587891,-140.0315856934
1264.7363281250,-140.0547332764
1267.6516113281,-140.0960693359
1270.5743408203,-140.1289367676
1273.5031738281,-140.1429748535
1276.4385986328,-140.1541290283
1279.3815917969,-140.1647644043
1282.3306884766,-140.1746826172
1285.2866210938,-140.1811370850
1288.2492675781,-140.1755981445
1291.2194824219,-140.1520233154
1294.1958007813,-140.1275634766
1297.1790771484,-140.1012725830
1300.1697998047,-140.0765075684
1303.1667480469,-140.0455627441
1306.1706542969,-140.0198822021
1309.1822509766,-140.0056304932
1312.1999511719,-139.9951171875
1315.2247314453,-139.9915161133
1318.2563476563,-139.9979858398
1321.2957763672,-140.0289916992
1324.3414306641,-140.0721893311
1327.3941650391,-140.0982971191
1330.4545898438,-140.1151733398
1333.5214843750,-140.1214599609
1336.5953369141,-140.1203155518
1339.6770019531,-140.1272125244
1342.7650146484,-140.1480407715
1345.8602294922,-140.1833648682
1348.9632568359,-140.2519226074
1352.0727539063,-140.3123474121
1355.1893310547,-140.3312683105
1358.3131103516,-140.3278961182
1361.4448242188,-140.3039245605
1364.5831298828,-140.2440490723
1367.7285156250,-140.1822967529
1370.8820800781,-140.1523132324
1374.0419921875,-140.1362457275
1377.2092285156,-140.1398620605
1380.3846435547,-140.1629180908
1383.5665283203,-140.1832885742
1386.7557373047,-140.2024536133
