Type,FSWP-8
Version,3.01
Date,19.May 2026
VSupply,OFF
Mode,Voltage
2.9716658592,-77.9703826904
2.9785165787,-78.0180282593
2.9853825569,-78.0951309204
2.9922647476,-78.1089630127
2.9991624355,-78.2184143066
3.0060760975,-78.2229080200
3.0130059719,-78.2265090942
3.0199515820,-78.2702713013
3.0269134045,-78.3311996460
3.0338912010,-78.3311996460
3.0408852100,-78.3311996460
3.0478949547,-78.3311996460
3.0549211502,-78.3311996460
3.0619635582,-78.3311996460
3.0690219402,-78.3311996460
3.0760967731,-78.3995819092
3.0831878185,-78.4076156616
3.0902955532,-78.4206695557
3.0974192619,-78.4330291748
3.1045596600,-78.4330291748
3.1117162704,-78.4206695557
3.1188895702,-78.4076156616
3.1260793209,-78.3995819092
3.1332857609,-78.3311996460
3.1405086517,-78.2702713013
3.1477482319,-78.2438583374
3.1550047398,-78.2438583374
3.1622776985,-78.2438583374
3.1695673466,-78.2438583374
3.1768739223,-78.2438583374
3.1841976643,-78.2438583374
3.1915378571,-78.2438583374
3.1988949776,-78.2438583374
3.2062692642,-78.2438583374
3.2136607170,-78.2438583374
3.2210688591,-78.2438583374
3.2284941673,-78.2438583374
3.2359364033,-78.2438583374
3.2433960438,-78.2438583374
3.2508730888,-78.2438583374
3.2583670616,-78.2438583374
3.2658782005,-78.2438583374
3.2734067440,-78.2438583374
3.2809526920,-78.2702713013
3.2885165215,-78.3995819092
3.2960972786,-78.3995819092
3.3036954403,-78.3995819092
3.3113110065,-78.3995819092
3.3189446926,-78.3463439941
3.3265955448,-78.2702713013
3.3342640400,-78.2438583374
3.3419504166,-78.2265090942
3.3496541977,-78.2229080200
3.3573763371,-78.1289978027
3.3651158810,-78.0153808594
3.3728730679,-77.9703826904
3.3806481361,-77.8588409424
3.3884413242,-78.0153808594
3.3962528706,-78.1289978027
3.4040818214,-78.1830215454
3.4119291306,-78.2265090942
3.4197943211,-78.2438583374
3.4276781082,-78.2702713013
3.4355795383,-78.3463439941
3.4434993267,-78.3463439941
3.4514372349,-78.3995819092
3.4593935013,-78.4206695557
3.4673686028,-78.4330291748
3.4753615856,-78.4347305298
3.4833731651,-78.6236724854
3.4914031029,-78.6528625488
3.4994518757,-78.7612304688
3.5075187683,-78.7814483643
3.5156044960,-78.8353195190
3.5237085819,-78.8382644653
3.5318315029,-78.9040222168
3.5399734974,-78.9136276245
3.5481340885,-78.9505462646
3.5563132763,-79.1083831787
3.5645112991,-79.1271667480
3.5727281570,-79.2746582031
3.5809645653,-79.3062133789
3.5892193317,-79.3062133789
3.5974934101,-79.3062133789
3.6057863235,-79.3062133789
3.6140987873,-79.3062133789
3.6224300861,-79.3062133789
3.6307804585,-79.3062133789
3.6391503811,-79.4693298340
3.6475393772,-79.5143051147
3.6559481621,-79.7254638672
3.6643757820,-79.7338027954
3.6728229523,-79.9509887695
3.6812896729,-79.9730834961
3.6897757053,-80.1976394653
3.6982820034,-80.3898391724
3.7068073750,-80.4570388794
3.7153522968,-80.5739517212
3.7239170074,-80.6425476074
3.7325017452,-80.6465988159
3.7411060333,-80.7180480957
3.7497301102,-81.0555343628
3.7583739758,-81.1854705811
3.7670378685,-81.1854705811
3.7757220268,-81.1854705811
3.7844259739,-81.1854705811
3.7931497097,-81.1854705811
3.8018937111,-81.1854705811
3.8106579781,-81.1854705811
3.8194427490,-81.1854705811
3.8282475471,-81.1854705811
3.8370723724,-81.1854705811
3.8459177017,-81.1854705811
3.8547837734,-81.2638702393
3.8636698723,-81.2658843994
3.8725764751,-81.5705871582
3.8815035820,-81.5705871582
3.8904511929,-81.5705871582
3.8994200230,-81.5705871582
3.9084091187,-81.5705871582
3.9174187183,-81.5705871582
3.9264492989,-81.5705871582
3.9355010986,-81.5705871582
3.9445731640,-81.5705871582
3.9536662102,-81.5705871582
3.9627802372,-81.5705871582
3.9719152451,-81.5705871582
3.9810719490,-81.5705871582
3.9902491570,-81.5705871582
3.9994475842,-81.5926437378
4.0086669922,-81.7504806519
4.0179076195,-81.8231658936
4.0271706581,-82.0490188599
4.0364542007,-82.1640090942
4.0457587242,-82.1882019043
4.0550851822,-82.1884155273
4.0644335747,-82.1904830933
4.0738029480,-82.2283554077
4.0831937790,-82.2531433105
4.0926065445,-82.4183273315
4.1020407677,-82.5601272583
4.1114974022,-82.7092437744
4.1209754944,-82.7092437744
4.1304750443,-82.7092437744
4.1399965286,-82.7092437744
4.1495399475,-82.7092437744
4.1591062546,-82.7092437744
4.1686940193,-82.7092437744
4.1783037186,-82.7092437744
4.1879353523,-82.5601272583
4.1975898743,-82.3382263184
4.2072663307,-82.1884155273
4.2169651985,-82.1882019043
4.2266860008,-82.1640090942
4.2364292145,-81.8231658936
4.2461957932,-81.6134567261
4.2559843063,-81.6134567261
4.2657952309,-81.6134567261
4.2756285667,-81.6134567261
4.2854852676,-81.6134567261
4.2953643799,-81.6134567261
4.3052659035,-81.8231658936
4.3151907921,-82.1720199585
4.3251380920,-82.1882019043
4.3351092339,-82.1884155273
4.3451023102,-82.3382263184
4.3551187515,-82.3382263184
4.3651580811,-82.1884155273
4.3752207756,-82.1882019043
4.3853073120,-82.1720199585
4.3954162598,-81.8429336548
4.4055485725,-81.8429336548
4.4157042503,-81.8429336548
4.4258837700,-81.8429336548
4.4360866547,-81.8423614502
4.4463129044,-81.6840362549
4.4565625191,-81.6134567261
4.4668354988,-81.6134567261
4.4771332741,-81.6134567261
4.4874539375,-81.6134567261
4.4977984428,-81.6134567261
4.5081667900,-81.6134567261
4.5185589790,-81.6134567261
4.5289759636,-81.6840362549
4.5394163132,-81.7802429199
4.5498805046,-81.8423614502
4.5603690147,-81.8429336548
4.5708823204,-82.0547637939
4.5814189911,-82.0547637939
4.5919799805,-82.0547637939
4.6025657654,-82.0547637939
4.6131753922,-82.0547637939
4.6238102913,-82.0547637939
4.6344695091,-82.0547637939
4.6451525688,-81.9393844604
4.6558609009,-81.8429336548
4.6665940285,-81.8423614502
4.6773514748,-81.8423614502
4.6881337166,-81.8423614502
4.6989407539,-81.8423614502
4.7097730637,-81.8423614502
4.7206306458,-81.8423614502
4.7315125465,-81.8423614502
4.7424197197,-81.8423614502
4.7533521652,-81.8423614502
4.7643094063,-81.8429336548
4.7752928734,-81.9040298462
4.7863011360,-81.9393844604
4.7973341942,-82.0547637939
4.8083934784,-82.0547637939
4.8194785118,-82.0547637939
4.8305883408,-82.0547637939
4.8417239189,-82.0547637939
4.8528847694,-82.0547637939
4.8640718460,-82.0547637939
4.8752851486,-82.0547637939
4.8865237236,-82.0547637939
4.8977880478,-82.0547637939
4.9090785980,-82.0200042725
4.9203948975,-81.9664688110
4.9317383766,-81.9393844604
4.9431071281,-81.9040298462
4.9545016289,-81.8429336548
4.9659228325,-81.8423614502
4.9773712158,-81.8423614502
4.9888448715,-81.8423614502
5.0003452301,-81.8423614502
5.0118722916,-81.8423614502
5.0234255791,-81.8423614502
5.0350065231,-81.8429336548
5.0466132164,-81.9040298462
5.0582466125,-81.9393844604
5.0699067116,-81.9664688110
5.0815939903,-82.0200042725
5.0933089256,-82.0547637939
5.1050500870,-82.1193847656
5.1168184280,-82.1720199585
5.1286134720,-82.1869583130
5.1404366493,-82.1869583130
5.1522865295,-82.1869583130
5.1641635895,-82.1869583130
5.1760683060,-82.1869583130
5.1880002022,-82.1869583130
5.1999602318,-82.1869583130
5.2119469643,-82.1869583130
5.2239618301,-82.1869583130
5.2360043526,-82.1869583130
5.2480750084,-82.1869583130
5.2601728439,-82.2228240967
5.2722988129,-82.2228240967
5.2844524384,-82.2228240967
5.2966341972,-82.2228240967
5.3088445663,-82.2228240967
5.3210825920,-82.1193847656
5.3333487511,-82.2228240967
5.3456435204,-82.2307586670
5.3579664230,-82.2963943481
5.3703184128,-82.3717651367
5.3826980591,-82.4088211060
5.3951063156,-82.4742965698
5.4075431824,-82.4742965698
5.4200091362,-82.4088211060
5.4325037003,-82.2963943481
5.4450263977,-82.2307586670
5.4575786591,-82.2228240967
5.4701595306,-82.2228240967
5.4827699661,-82.2228240967
5.4954090118,-82.2228240967
5.5080771446,-82.2228240967
5.5207743645,-82.2307586670
5.5335006714,-82.2963943481
5.5462574959,-82.4088211060
5.5590424538,-82.4923095703
5.5718574524,-82.5824813843
5.5847015381,-82.7064361572
5.5975761414,-82.7801589966
5.6104798317,-82.9731903076
5.6234130859,-83.0471878052
5.6363763809,-83.2686767578
5.6493692398,-83.2734909058
5.6623930931,-83.4951095581
5.6754460335,-83.5082626343
5.6885290146,-83.6403503418
5.7016425133,-83.6733856201
5.7147865295,-84.0276412964
5.7279605865,-84.0475845337
5.7411646843,-84.0594940186
5.7543992996,-84.1372146606
5.7676644325,-84.1449813843
5.7809605598,-84.1449813843
5.7942872047,-84.1449813843
5.8076443672,-84.1449813843
5.8210320473,-84.1449813843
5.8344507217,-84.1449813843
5.8479008675,-84.1372146606
5.8613815308,-84.1449813843
5.8748936653,-84.2092895508
5.8884363174,-84.2264099121
5.9020113945,-84.2264099121
5.9156165123,-84.2264099121
5.9292531013,-84.2264099121
5.9429216385,-84.2264099121
5.9566211700,-84.2264099121
5.9703531265,-84.2264099121
5.9841160774,-84.2264099121
5.9979104996,-84.2264099121
6.0117373466,-84.2264099121
6.0255956650,-84.2264099121
6.0394864082,-84.2264099121
6.0534086227,-84.2478637695
6.0673632622,-84.2883148193
6.0813498497,-84.3644943237
6.0953693390,-84.3644943237
6.1094202995,-84.3644943237
6.1235041618,-84.3644943237
6.1376199722,-84.3644943237
6.1517682076,-84.3644943237
6.1659502983,-84.3577346802
6.1801643372,-84.2883148193
6.1944108009,-84.2478637695
6.2086901665,-84.2264099121
6.2230033875,-84.2092895508
6.2373485565,-84.1449813843
6.2517271042,-84.1372146606
6.2661385536,-84.1192703247
6.2805833817,-84.1111297607
6.2950620651,-84.1111297607
6.3095736504,-84.1111297607
6.3241186142,-84.1111297607
6.3386969566,-84.0639877319
6.3533091545,-84.0639877319
6.3679556847,-84.1111297607
6.3826351166,-84.1192703247
6.3973484039,-84.1372146606
6.4120955467,-84.1449813843
6.4268774986,-84.1502227783
6.4416928291,-84.2092895508
6.4565424919,-84.2264099121
6.4714260101,-84.2663192749
6.4863438606,-84.2663192749
6.5012974739,-84.2663192749
6.5162839890,-84.2883148193
6.5313053131,-84.3577346802
6.5463614464,-84.3644943237
6.5614523888,-84.4769744873
6.5765786171,-84.4827575684
6.5917391777,-84.5047378540
6.6069345474,-84.5145645142
6.6221647263,-84.5664138794
6.6374311447,-84.5879821777
6.6527318954,-84.5664138794
6.6680679321,-84.5145645142
6.6834387779,-84.5047378540
6.6988458633,-84.4827575684
6.7142887115,-84.4769744873
6.7297668457,-84.4769744873
6.7452802658,-84.4256896973
6.7608294487,-84.3577346802
6.7764143944,-84.2883148193
6.7920365334,-84.2663192749
6.8076934814,-84.2264099121
6.8233866692,-84.2092895508
6.8391160965,-84.1739273071
6.8548827171,-84.1733322144
6.8706846237,-84.1502227783
6.8865227699,-84.1432876587
6.9023976326,-84.1192703247
6.9183092117,-84.1192703247
6.9342584610,-84.1192703247
6.9502434731,-84.1192703247
6.9662652016,-84.1192703247
6.9823236465,-84.1192703247
6.9984202385,-84.1192703247
7.0145530701,-84.1432876587
7.0307230949,-84.1502227783
7.0469303131,-84.1733322144
7.0631752014,-84.1733322144
7.0794582367,-84.1733322144
7.0957779884,-84.1733322144
7.1121349335,-84.1739273071
7.1285300255,-84.1927566528
7.1449627876,-84.2663192749
7.1614346504,-84.2883148193
7.1779432297,-84.3577346802
7.1944894791,-84.4256896973
7.2110743523,-84.4769744873
7.2276983261,-84.4827575684
7.2443599701,-84.5047378540
7.2610597610,-84.5145645142
7.2777976990,-84.5664138794
7.2945747375,-84.6310806274
7.3113913536,-84.6415252686
7.3282456398,-84.6415252686
7.3451385498,-84.6415252686
7.3620705605,-84.6310806274
7.3790416718,-84.5664138794
7.3960528374,-84.5145645142
7.4131026268,-84.5145645142
7.4301910400,-84.5664138794
7.4473195076,-84.6310806274
7.4644880295,-84.6310806274
7.4816951752,-84.6310806274
7.4989418983,-84.6415252686
7.5162286758,-84.6498107910
7.5335550308,-84.7723846436
7.5509228706,-84.8152313232
7.5683288574,-84.8388900757
7.5857758522,-84.9534759521
7.6032624245,-84.9629669189
7.6207904816,-84.9808273315
7.6383581161,-85.0825729370
7.6559662819,-85.2002716064
7.6736145020,-85.2002716064
7.6913042068,-85.1958160400
7.7090349197,-85.1958160400
7.7268061638,-85.1958160400
7.7446179390,-85.1958160400
7.7624707222,-85.1958160400
7.7803649902,-85.1958160400
7.7983012199,-85.2002716064
7.8162779808,-85.2016906738
7.8342962265,-85.2306594849
7.8523559570,-85.3202972412
7.8704586029,-85.2306594849
7.8886013031,-85.2016906738
7.9067864418,-85.2016906738
7.9250130653,-85.2306594849
7.9432821274,-85.3202972412
7.9615941048,-85.4093475342
7.9799470901,-85.4223251343
7.9983425140,-85.4560165405
8.0167798996,-85.4964447021
8.0352611542,-85.4964447021
8.0537843704,-85.4964447021
8.0723505020,-85.6691741943
8.0909585953,-85.6749954224
8.1096105576,-85.7518692017
8.1283054352,-85.7951812744
8.1470432281,-85.8018798828
8.1658239365,-85.8631820679
8.1846475601,-85.8631820679
8.2035150528,-85.8631820679
8.2224273682,-85.8815002441
8.2413816452,-85.8952636719
8.2603797913,-85.9112854004
8.2794208527,-85.9140396118
8.2985086441,-85.9204864502
8.3176383972,-85.9790267944
8.3368120193,-86.0008697510
8.3560304642,-86.0008697510
8.3752927780,-86.0982437134
8.3945999146,-86.1219177246
8.4139518738,-86.1502456665
8.4333477020,-86.2486953735
8.4527883530,-86.2486953735
8.4722738266,-86.2486953735
8.4918050766,-86.2486953735
8.5113801956,-86.2584533691
8.5310010910,-86.2868652344
8.5506668091,-86.2900161743
8.5703792572,-86.2900161743
8.5901355743,-86.2900161743
8.6099376678,-86.2900161743
8.6297855377,-86.2868652344
8.6496791840,-86.2868652344
8.6696195602,-86.2868652344
8.6896047592,-86.2868652344
8.7096357346,-86.2868652344
8.7297134399,-86.2868652344
8.7498369217,-86.2868652344
8.7700090408,-86.2868652344
8.7902250290,-86.2868652344
8.8104887009,-86.2868652344
8.8307981491,-86.2868652344
8.8511562347,-86.2900161743
8.8715600967,-86.2947082520
8.8920116425,-86.3003921509
8.9125089645,-86.3424987793
8.9330539703,-86.4038085938
8.9536485672,-86.6829223633
8.9742879868,-86.7928314209
8.9949760437,-86.8938140869
9.0157108307,-86.9391937256
9.0364942551,-87.0536346436
9.0573263168,-87.1933517456
9.0782051086,-87.2090072632
9.0991325378,-87.3506851196
9.1201076508,-87.3940200806
9.1411333084,-87.4068679810
9.1622047424,-87.4068679810
9.1833257675,-87.4283828735
9.2044954300,-87.4760665894
9.2257137299,-87.5529785156
9.2469825745,-87.5858154297
9.2682981491,-87.6391906738
9.2896633148,-87.8124465942
9.3110780716,-87.8157196045
9.3325433731,-87.8157196045
9.3540573120,-87.8157196045
9.3756198883,-87.8157196045
9.3972330093,-87.8157196045
9.4188957214,-87.8157196045
9.4406089783,-87.8157196045
9.4623718262,-87.8157196045
9.4841842651,-87.8157196045
9.5060472488,-87.8157196045
9.5279607773,-87.8157196045
9.5499258041,-87.8157196045
9.5719404221,-87.8157196045
9.5940065384,-87.8157196045
9.6161222458,-87.8124465942
9.6382904053,-87.8124465942
9.6605091095,-87.8124465942
9.6827783585,-87.8157196045
9.7050991058,-87.9525146484
9.7274713516,-88.0116882324
9.7498970032,-88.0199050903
9.7723722458,-88.0199050903
9.7948999405,-88.0199050903
9.8174791336,-88.0199050903
9.8401107788,-88.0199050903
9.8627948761,-88.0199050903
9.8855314255,-88.0199050903
9.9083194733,-88.0199050903
9.9311599731,-88.0199050903
9.9540548325,-88.0116882324
9.9770011902,-87.9806137085
10.0000000000,-87.9525146484
10.0230531693,-87.8244171143
10.0461568832,-87.8200759888
10.0693168640,-87.8157196045
10.0925273895,-87.8091659546
10.1157941818,-87.7455673218
10.1391143799,-87.7264709473
10.1624860764,-87.7264709473
10.1859140396,-87.7264709473
10.2093935013,-87.7455673218
10.2329292297,-87.7734375000
10.2565202713,-87.8091659546
10.2801618576,-87.8091659546
10.3038616180,-87.8091659546
10.3276157379,-87.8157196045
10.3514213562,-87.8200759888
10.3752851486,-87.8244171143
10.3992004395,-87.8865280151
10.4231748581,-87.9525146484
10.4472036362,-87.9525146484
10.4712848663,-87.9525146484
10.4954252243,-87.9525146484
10.5196180344,-87.9525146484
10.5438690186,-87.8865280151
10.5681762695,-87.8244171143
10.5925369263,-87.8244171143
10.6169557571,-87.8244171143
10.6414289474,-87.8244171143
10.6659612656,-87.8200759888
10.6905498505,-87.8157196045
10.7151927948,-87.8091659546
10.7398948669,-87.7734375000
10.7646503448,-87.7455673218
10.7894668579,-87.7264709473
10.8143405914,-87.7261276245
10.8392686844,-87.6522216797
10.8642568588,-87.6390304565
10.8892993927,-87.5900802612
10.9144029617,-87.5737609863
10.9395647049,-87.5652160645
10.9647808075,-87.5581054688
10.9900588989,-87.5550537109
11.0153942108,-87.5369644165
11.0407857895,-87.4242858887
11.0662384033,-87.4242858887
11.0917472839,-87.4242858887
11.1173171997,-87.4242858887
11.1429462433,-87.4242858887
11.1686315536,-87.4242858887
11.1943798065,-87.4242858887
11.2201833725,-87.4242858887
11.2460498810,-87.4242858887
11.2719755173,-87.4242858887
11.2979583740,-87.4242858887
11.3240041733,-87.4242858887
11.3501071930,-87.4242858887
11.3762731552,-87.4242858887
11.4024991989,-87.4242858887
11.4287824631,-87.4242858887
11.4551296234,-87.5369644165
11.4815349579,-87.5550537109
11.5080032349,-87.5652160645
11.5345335007,-87.5737609863
11.5611209869,-87.5900802612
11.5877742767,-87.6098098755
11.6144876480,-87.6390304565
11.6412601471,-87.6098098755
11.6680965424,-87.5900802612
11.6949930191,-87.5849227905
11.7219533920,-87.5737609863
11.7489767075,-87.5652160645
11.7760591507,-87.5550537109
11.8032073975,-87.5369644165
11.8304147720,-87.3995132446
11.8576879501,-87.3995132446
11.8850231171,-87.3995132446
11.9124193192,-87.3995132446
11.9398813248,-87.3995132446
11.9674043655,-87.3995132446
11.9949932098,-87.3995132446
12.0226459503,-87.3995132446
12.0503587723,-87.3995132446
12.0781393051,-87.4211502075
12.1059799194,-87.5550537109
12.1338882446,-87.5737609863
12.1618614197,-87.5849227905
12.1898946762,-87.6098098755
12.2179965973,-87.6429977417
12.2461633682,-87.7734375000
12.2743921280,-87.7982482910
12.3026885986,-87.8865280151
12.3310470581,-87.9113235474
12.3594741821,-87.9113235474
12.3879671097,-87.9113235474
12.4165229797,-87.9113235474
12.4451465607,-87.9113235474
12.4738340378,-87.9113235474
12.5025901794,-87.9113235474
12.5314130783,-87.9113235474
12.5602989197,-87.9113235474
12.5892543793,-87.9113235474
12.6182737350,-87.9113235474
12.6473636627,-87.9113235474
12.6765203476,-87.9113235474
12.7057399750,-87.9498672485
12.7350311279,-88.0324783325
12.7643861771,-88.0419387817
12.7938127518,-88.1155700684
12.8233070374,-88.1943969727
12.8528652191,-88.1943969727
12.8824958801,-88.1943969727
12.9121913910,-88.1943969727
12.9419584274,-88.1943969727
12.9717941284,-88.1943969727
13.0016946793,-88.1943969727
13.0316677094,-88.1943969727
13.0617103577,-88.1943969727
13.0918188095,-88.1943969727
13.1219997406,-88.1943969727
13.1522474289,-88.1943969727
13.1825675964,-88.1943969727
13.2129583359,-88.1943969727
13.2434148788,-88.1943969727
13.2739458084,-88.1943969727
13.3045425415,-88.1943969727
13.3352146149,-88.1943969727
13.3659563065,-88.1155700684
13.3967657089,-88.0419387817
13.4276504517,-88.0324783325
13.4586019516,-87.9498672485
13.4896287918,-87.9113235474
13.5207271576,-87.6435241699
13.5518932343,-87.6435241699
13.5831346512,-87.6435241699
13.6144447327,-87.6435241699
13.6458311081,-87.6435241699
13.6772890091,-87.6435241699
13.7088165283,-87.6435241699
13.7404203415,-87.6435241699
13.7720966339,-87.6435241699
13.8038425446,-87.6435241699
13.8356647491,-87.5849227905
13.8675565720,-87.4211502075
13.8995265961,-87.0259933472
13.9315700531,-86.8819274902
13.9636831284,-86.8503189087
13.9958744049,-86.8487548828
14.0281352997,-86.7813949585
14.0604753494,-86.6038055420
14.0928897858,-86.6038055420
14.1253747940,-86.7813949585
14.1579389572,-86.8487548828
14.1905736923,-86.8503189087
14.2232875824,-86.8819274902
14.2560777664,-87.4211502075
14.2889385223,-87.6435241699
14.3218793869,-87.6435241699
14.3548927307,-87.6435241699
14.3879852295,-87.6435241699
14.4211549759,-87.6435241699
14.4543962479,-87.6435241699
14.4877185822,-87.6435241699
14.5211143494,-87.6435241699
14.5545902252,-87.6435241699
14.5881433487,-87.6435241699
14.6217708588,-87.6435241699
14.6554784775,-87.6435241699
14.6892642975,-87.6435241699
14.7231245041,-87.6435241699
14.7570667267,-87.6435241699
14.7910823822,-87.6435241699
14.8251810074,-87.6435241699
14.8593578339,-87.6435241699
14.8936100006,-87.6435241699
14.9279451370,-87.6412963867
14.9623546600,-87.4575653076
14.9968481064,-87.4575653076
15.0314216614,-87.4575653076
15.0660696030,-87.4575653076
15.1008024216,-87.4575653076
15.1356105804,-87.3281326294
15.1705036163,-87.1102905273
15.2054767609,-87.0135192871
15.2405261993,-87.0135192871
15.2756614685,-87.0135192871
15.3108730316,-87.0135192871
15.3461694717,-87.0135192871
15.3815479279,-87.0135192871
15.4170036316,-87.0135192871
15.4525451660,-87.0135192871
15.4881677628,-87.0135192871
15.5238695145,-87.0738296509
